investor_id,sip_count,first_sip_date,latest_sip_date,total_sip_amount,avg_sip_amount,avg_gap_days,max_gap_days,std_gap_days,is_at_risk,retention_status
INV004098,6,2024-06-23,2025-04-10,62582,10430.33,58.2,87.0,21.57,True,At-Risk
INV004099,6,2024-04-01,2025-01-20,82312,13718.67,58.8,174.0,66.15,True,At-Risk
INV004106,6,2024-02-24,2024-11-29,127689,21281.5,55.8,151.0,58.67,True,At-Risk
INV004112,6,2024-01-28,2024-10-30,39234,6539.0,55.2,112.0,42.87,True,At-Risk
INV004116,10,2024-01-18,2025-05-26,71428,7142.8,54.89,117.0,42.71,True,At-Risk
INV004118,6,2024-06-13,2025-05-02,33694,5615.67,64.6,161.0,56.63,True,At-Risk
INV004119,6,2024-03-29,2025-03-30,82689,13781.5,73.2,237.0,93.41,True,At-Risk
INV004123,6,2024-03-14,2025-05-13,74440,12406.67,85.0,138.0,44.24,True,At-Risk
INV004124,6,2024-06-09,2025-04-24,99942,16657.0,63.8,193.0,77.06,True,At-Risk
INV004125,9,2024-01-03,2025-05-10,109430,12158.89,61.62,142.0,56.21,True,At-Risk
INV004127,6,2024-01-02,2025-03-15,24949,4158.17,87.6,190.0,92.19,True,At-Risk
INV004128,6,2024-02-02,2025-01-03,95704,15950.67,67.2,156.0,54.57,True,At-Risk
INV004134,6,2024-01-06,2024-07-01,19310,3218.33,35.4,54.0,18.76,True,At-Risk
INV004135,10,2024-01-11,2025-04-06,66097,6609.7,50.11,164.0,53.69,True,At-Risk
INV004143,6,2024-01-22,2025-05-21,61426,10237.67,97.0,280.0,115.69,True,At-Risk
INV004145,6,2024-02-13,2025-01-09,27711,4618.5,66.2,144.0,48.26,True,At-Risk
INV004146,6,2024-02-12,2025-04-28,87690,14615.0,88.2,253.0,97.04,True,At-Risk
INV004147,6,2024-06-01,2025-05-28,66900,11150.0,72.2,136.0,45.17,True,At-Risk
INV004149,6,2024-05-12,2025-01-18,91943,15323.83,50.2,130.0,50.67,True,At-Risk
INV004151,8,2024-02-22,2025-05-09,110790,13848.75,63.14,197.0,71.31,True,At-Risk
INV004153,8,2024-04-04,2025-05-29,147218,18402.25,60.0,125.0,43.85,True,At-Risk
INV004154,12,2024-01-01,2025-05-29,173527,14460.58,46.73,90.0,29.19,True,At-Risk
INV004172,8,2024-01-10,2025-03-26,93496,11687.0,63.0,196.0,67.63,True,At-Risk
INV004174,6,2024-01-01,2025-03-09,189509,31584.83,86.6,195.0,65.93,True,At-Risk
INV004175,8,2024-01-22,2025-05-11,89272,11159.0,67.86,133.0,41.18,True,At-Risk
INV004177,8,2024-02-15,2024-12-29,43904,5488.0,45.43,117.0,37.51,True,At-Risk
INV004179,6,2024-04-14,2025-04-05,81566,13594.33,71.2,129.0,39.57,True,At-Risk
INV004181,6,2024-02-05,2025-05-17,151759,25293.17,93.4,245.0,94.44,True,At-Risk
INV004191,7,2024-01-27,2025-05-04,45090,6441.43,77.17,310.0,115.48,True,At-Risk
INV004196,7,2024-01-29,2025-05-13,129129,18447.0,78.33,219.0,75.65,True,At-Risk
INV004199,6,2024-04-16,2025-02-01,107979,17996.5,58.2,138.0,50.53,True,At-Risk
INV004202,9,2024-03-30,2025-04-15,91560,10173.33,47.62,114.0,37.52,True,At-Risk
INV004203,8,2024-01-22,2025-05-02,70384,8798.0,66.57,113.0,30.79,True,At-Risk
INV004208,6,2024-05-01,2025-05-03,57000,9500.0,73.4,156.0,56.15,True,At-Risk
INV004212,7,2024-03-29,2025-05-19,131156,18736.57,69.33,169.0,70.52,True,At-Risk
INV004216,7,2024-01-21,2025-05-27,67522,9646.0,82.0,195.0,72.05,True,At-Risk
INV004228,7,2024-02-29,2025-05-08,93293,13327.57,72.33,112.0,43.8,True,At-Risk
INV004232,6,2024-01-23,2025-01-14,31031,5171.83,71.4,232.0,93.44,True,At-Risk
INV004239,8,2024-02-26,2025-04-29,78887,9860.88,61.14,130.0,47.74,True,At-Risk
INV004241,10,2024-01-31,2025-05-28,103788,10378.8,53.67,117.0,40.56,True,At-Risk
INV004243,8,2024-02-12,2025-03-08,88380,11047.5,55.71,131.0,41.02,True,At-Risk
INV004246,7,2024-02-18,2024-09-10,97439,13919.86,34.17,64.0,14.82,False,Healthy Cadence
INV004247,6,2024-03-17,2025-05-27,72050,12008.33,87.2,274.0,109.24,True,At-Risk
INV004248,7,2024-02-25,2024-11-07,105673,15096.14,42.67,93.0,39.75,True,At-Risk
INV004258,7,2024-03-30,2025-01-22,26892,3841.71,49.67,105.0,33.61,True,At-Risk
INV004266,7,2024-01-10,2025-01-15,35786,5112.29,61.83,101.0,26.59,True,At-Risk
INV004267,7,2024-06-26,2025-05-12,70239,10034.14,53.33,109.0,42.41,True,At-Risk
INV004270,7,2024-03-28,2025-05-20,41505,5929.29,69.67,204.0,75.2,True,At-Risk
INV004271,6,2024-02-17,2025-03-22,65605,10934.17,79.8,157.0,64.6,True,At-Risk
INV004279,8,2024-02-26,2025-02-12,185997,23249.62,50.29,116.0,34.0,True,At-Risk
INV004281,8,2024-01-17,2024-11-04,144759,18094.88,41.71,93.0,36.26,True,At-Risk
INV004282,8,2024-04-15,2025-04-20,64136,8017.0,52.86,105.0,32.79,True,At-Risk
INV004285,7,2024-01-17,2025-04-18,92708,13244.0,76.17,169.0,68.4,True,At-Risk
INV004288,7,2024-01-25,2025-04-06,56841,8120.14,72.83,223.0,87.21,True,At-Risk
INV004289,11,2024-02-13,2025-05-17,42501,3863.73,45.9,201.0,58.15,True,At-Risk
INV004293,6,2024-02-07,2025-03-22,112638,18773.0,81.8,142.0,64.82,True,At-Risk
INV004295,9,2024-02-06,2025-01-29,72695,8077.22,44.75,119.0,37.23,True,At-Risk
INV004296,6,2024-01-02,2025-05-27,77419,12903.17,102.2,304.0,123.72,True,At-Risk
INV004297,9,2024-06-19,2025-05-20,122117,13568.56,41.88,82.0,28.09,True,At-Risk
INV004299,8,2024-02-29,2025-05-23,79344,9918.0,64.14,175.0,61.69,True,At-Risk
INV004306,7,2024-04-28,2025-04-05,74056,10579.43,57.0,118.0,44.45,True,At-Risk
INV004308,7,2024-01-01,2025-05-23,78626,11232.29,84.67,244.0,90.85,True,At-Risk
INV004314,6,2024-02-20,2025-04-10,112485,18747.5,83.0,195.0,72.89,True,At-Risk
INV004319,9,2024-01-15,2025-05-13,118001,13111.22,60.5,275.0,89.15,True,At-Risk
INV004321,9,2024-01-04,2024-12-05,112711,12523.44,42.0,84.0,25.83,True,At-Risk
INV004324,7,2024-02-07,2025-05-18,66304,9472.0,77.67,173.0,60.12,True,At-Risk
INV004326,10,2024-04-22,2025-04-18,113261,11326.1,40.11,78.0,25.79,True,At-Risk
INV004332,8,2024-02-21,2025-05-19,22464,2808.0,64.71,149.0,55.75,True,At-Risk
INV004335,8,2024-02-10,2025-05-06,97637,12204.62,64.43,104.0,36.09,True,At-Risk
INV004338,10,2024-02-05,2025-04-20,134505,13450.5,48.89,209.0,63.9,True,At-Risk
INV004340,6,2024-03-08,2025-02-10,48935,8155.83,67.8,252.0,106.68,True,At-Risk
INV004343,6,2024-06-15,2025-04-26,93065,15510.83,63.0,190.0,74.44,True,At-Risk
INV004348,6,2024-08-24,2025-05-12,151261,25210.17,52.2,120.0,40.55,True,At-Risk
INV004349,7,2024-02-20,2025-04-30,148067,21152.43,72.5,159.0,57.63,True,At-Risk
INV004356,6,2024-10-25,2025-03-28,27375,4562.5,30.8,81.0,31.6,False,Healthy Cadence
INV004357,8,2024-01-03,2025-05-24,52555,6569.38,72.43,305.0,105.67,True,At-Risk
INV004358,8,2024-02-14,2024-12-31,82583,10322.88,45.86,87.0,28.97,True,At-Risk
INV004361,8,2024-01-30,2025-04-05,23906,2988.25,61.57,124.0,47.41,True,At-Risk
INV004364,6,2024-02-10,2025-03-19,29363,4893.83,80.6,173.0,62.58,True,At-Risk
INV004367,6,2024-04-10,2025-05-23,144139,24023.17,81.6,194.0,97.51,True,At-Risk
INV004372,6,2024-04-12,2025-02-02,63764,10627.33,59.2,155.0,58.26,True,At-Risk
INV004391,6,2024-01-03,2024-10-14,48086,8014.33,57.0,96.0,33.05,True,At-Risk
INV004392,6,2024-01-30,2025-04-26,140197,23366.17,90.4,200.0,80.89,True,At-Risk
INV004400,8,2024-03-09,2025-01-29,187490,23436.25,46.57,104.0,40.99,True,At-Risk
INV004401,8,2024-01-12,2025-05-15,104242,13030.25,69.86,216.0,72.39,True,At-Risk
INV004403,6,2024-02-12,2025-02-14,14286,2381.0,73.6,150.0,49.91,True,At-Risk
INV004410,11,2024-03-02,2025-04-15,80237,7294.27,40.9,138.0,40.08,True,At-Risk
INV004411,6,2024-02-03,2024-12-04,72503,12083.83,61.0,111.0,43.24,True,At-Risk
INV004412,7,2024-01-06,2025-05-14,52390,7484.29,82.33,173.0,63.38,True,At-Risk
INV004413,8,2024-01-29,2025-05-26,86246,10780.75,69.0,142.0,59.29,True,At-Risk
INV004414,8,2024-01-02,2025-01-13,102062,12757.75,53.86,176.0,56.61,True,At-Risk
INV004421,6,2024-01-17,2025-04-15,74958,12493.0,90.8,221.0,91.65,True,At-Risk
INV004427,11,2024-01-07,2025-05-29,121193,11017.55,50.8,125.0,43.04,True,At-Risk
INV004434,6,2024-03-30,2025-05-27,79432,13238.67,84.6,156.0,69.58,True,At-Risk
INV004446,6,2024-05-17,2025-04-11,58236,9706.0,65.8,170.0,61.79,True,At-Risk
INV004447,7,2024-02-18,2024-12-13,111566,15938.0,49.83,129.0,46.69,True,At-Risk
INV004450,6,2024-01-08,2024-11-11,134333,22388.83,61.6,153.0,62.26,True,At-Risk
INV004451,6,2024-03-30,2025-05-24,88776,14796.0,84.0,137.0,52.36,True,At-Risk
INV004452,7,2024-01-05,2025-05-05,122309,17472.71,81.0,180.0,79.81,True,At-Risk
INV004454,6,2024-01-24,2025-05-30,64506,10751.0,98.4,311.0,121.0,True,At-Risk
INV004455,6,2024-08-14,2025-04-21,21070,3511.67,50.0,105.0,34.13,True,At-Risk
INV004457,6,2024-01-29,2025-03-11,76498,12749.67,81.4,188.0,68.58,True,At-Risk
INV004459,7,2024-03-15,2025-02-01,73438,10491.14,53.83,141.0,46.06,True,At-Risk
INV004460,9,2024-01-23,2024-12-28,22621,2513.44,42.5,93.0,28.59,True,At-Risk
INV004463,6,2024-01-18,2025-05-06,77554,12925.67,94.8,211.0,66.6,True,At-Risk
INV004464,7,2024-02-21,2025-03-02,40228,5746.86,62.5,142.0,40.52,True,At-Risk
INV004468,7,2024-02-11,2025-05-17,84516,12073.71,76.83,154.0,56.13,True,At-Risk
INV004472,7,2024-07-18,2025-05-18,33126,4732.29,50.67,156.0,59.27,True,At-Risk
INV004473,7,2024-01-21,2025-04-05,39115,5587.86,73.33,152.0,44.12,True,At-Risk
INV004475,7,2024-04-05,2025-05-17,82023,11717.57,67.83,87.0,13.64,True,At-Risk
INV004477,8,2024-04-06,2025-05-22,32359,4044.88,58.71,180.0,59.74,True,At-Risk
INV004484,6,2024-04-19,2025-02-21,55149,9191.5,61.6,182.0,80.52,True,At-Risk
INV004502,7,2024-01-02,2025-03-24,66742,9534.57,74.5,165.0,48.55,True,At-Risk
INV004504,8,2024-02-21,2025-03-13,132537,16567.12,55.14,247.0,87.54,True,At-Risk
INV004511,6,2024-10-04,2025-04-08,43556,7259.33,37.2,89.0,30.53,True,At-Risk
INV004517,6,2024-02-03,2025-04-11,23579,3929.83,86.6,185.0,61.84,True,At-Risk
INV004521,7,2024-05-10,2025-04-02,106363,15194.71,54.5,76.0,21.09,True,At-Risk
INV004523,6,2024-02-26,2025-05-07,50318,8386.33,87.2,127.0,35.32,True,At-Risk
INV004528,7,2024-07-01,2025-05-21,138706,19815.14,54.0,149.0,52.73,True,At-Risk
INV004531,8,2024-02-27,2025-04-22,185354,23169.25,60.0,159.0,54.07,True,At-Risk
INV004533,7,2024-05-26,2025-04-21,125539,17934.14,55.0,118.0,34.96,True,At-Risk
INV004542,7,2024-02-14,2024-09-05,59894,8556.29,34.0,59.0,25.07,False,Healthy Cadence
INV004547,7,2024-04-04,2025-05-14,31048,4435.43,67.5,165.0,60.45,True,At-Risk
INV004555,8,2024-04-26,2025-05-03,111824,13978.0,53.14,151.0,48.56,True,At-Risk
INV004560,9,2024-02-26,2025-03-19,83591,9287.89,48.38,107.0,31.15,True,At-Risk
INV004562,6,2024-01-03,2025-02-25,22466,3744.33,83.8,158.0,62.05,True,At-Risk
INV004563,7,2024-04-23,2025-05-17,31702,4528.86,64.83,211.0,74.81,True,At-Risk
INV004574,8,2024-03-23,2025-04-09,74831,9353.88,54.57,116.0,45.8,True,At-Risk
INV004576,6,2024-04-27,2025-03-08,20595,3432.5,63.0,132.0,59.25,True,At-Risk
INV004579,8,2024-03-24,2025-01-25,26842,3355.25,43.86,77.0,29.75,True,At-Risk
INV004581,8,2024-01-03,2025-05-22,22116,2764.5,72.14,234.0,75.68,True,At-Risk
INV004589,6,2024-01-28,2025-01-19,114379,19063.17,71.4,225.0,92.76,True,At-Risk
INV004594,8,2024-03-08,2025-04-26,84370,10546.25,59.14,122.0,47.67,True,At-Risk
INV004598,6,2024-02-05,2025-04-01,57630,9605.0,84.2,195.0,63.08,True,At-Risk
INV004602,9,2024-01-04,2025-04-25,105254,11694.89,59.62,242.0,78.66,True,At-Risk
INV004607,8,2024-03-06,2025-04-02,50699,6337.38,56.0,214.0,73.36,True,At-Risk
INV004608,8,2024-02-04,2025-02-23,54558,6819.75,55.0,96.0,36.18,True,At-Risk
INV004611,7,2024-02-11,2024-12-14,141572,20224.57,51.17,217.0,82.44,True,At-Risk
INV004614,6,2024-03-09,2025-04-11,64197,10699.5,79.6,117.0,39.97,True,At-Risk
INV004617,9,2024-02-02,2024-12-12,110799,12311.0,39.25,83.0,29.77,True,At-Risk
INV004621,9,2024-01-13,2025-03-22,102050,11338.89,54.25,203.0,63.75,True,At-Risk
INV004625,6,2024-02-03,2025-05-30,78521,13086.83,96.4,246.0,90.58,True,At-Risk
INV004629,8,2024-01-19,2025-04-15,146298,18287.25,64.57,175.0,62.74,True,At-Risk
INV004630,9,2024-01-17,2025-02-25,110756,12306.22,50.62,95.0,34.7,True,At-Risk
INV004631,8,2024-02-10,2025-05-08,69846,8730.75,64.71,109.0,38.34,True,At-Risk
INV004633,7,2024-01-30,2025-05-13,67555,9650.71,78.17,189.0,72.54,True,At-Risk
INV004635,7,2024-03-07,2025-02-22,85919,12274.14,58.67,142.0,51.35,True,At-Risk
INV004636,6,2024-02-26,2025-03-10,130293,21715.5,75.6,160.0,74.89,True,At-Risk
INV004638,7,2024-04-23,2025-03-15,62637,8948.14,54.33,110.0,35.79,True,At-Risk
INV004640,7,2024-03-26,2025-05-10,41628,5946.86,68.33,202.0,71.11,True,At-Risk
INV004641,6,2024-02-13,2025-01-17,64235,10705.83,67.8,105.0,37.27,True,At-Risk
INV004642,6,2024-02-23,2024-11-23,80404,13400.67,54.8,232.0,99.94,True,At-Risk
INV004643,6,2024-02-09,2024-10-19,119017,19836.17,50.6,101.0,31.34,True,At-Risk
INV004646,7,2024-04-03,2025-04-25,73768,10538.29,64.5,158.0,65.42,True,At-Risk
INV004647,7,2024-01-23,2025-03-22,39400,5628.57,70.67,138.0,55.66,True,At-Risk
INV004650,6,2024-02-06,2025-03-16,52840,8806.67,80.8,143.0,52.83,True,At-Risk
INV004661,8,2024-01-21,2025-05-23,73293,9161.62,69.71,181.0,61.14,True,At-Risk
INV004665,6,2024-02-29,2025-04-21,28833,4805.5,83.4,137.0,45.32,True,At-Risk
INV004672,7,2024-01-21,2025-03-28,96541,13791.57,72.0,127.0,37.26,True,At-Risk
INV004680,7,2024-07-07,2025-04-16,22796,3256.57,47.17,155.0,58.21,True,At-Risk
INV004682,9,2024-01-04,2024-12-07,189171,21019.0,42.25,105.0,31.69,True,At-Risk
INV004688,6,2024-01-21,2025-02-12,25122,4187.0,77.6,181.0,67.92,True,At-Risk
INV004692,6,2024-01-22,2025-03-15,68610,11435.0,83.6,190.0,72.2,True,At-Risk
INV004701,7,2024-01-31,2024-05-30,40757,5822.43,20.0,82.0,30.68,False,Healthy Cadence
INV004704,6,2024-01-17,2025-04-30,86091,14348.5,93.8,141.0,55.43,True,At-Risk
INV004712,8,2024-03-18,2025-02-21,119402,14925.25,48.57,84.0,30.29,True,At-Risk
INV004715,7,2024-06-22,2025-05-29,95968,13709.71,56.83,169.0,62.05,True,At-Risk
INV004716,7,2024-03-10,2025-05-28,67590,9655.71,74.0,197.0,87.73,True,At-Risk
INV004737,10,2024-01-20,2025-05-25,96021,9602.1,54.56,120.0,40.58,True,At-Risk
INV004738,6,2024-01-25,2025-05-05,47110,7851.67,93.2,148.0,53.78,True,At-Risk
INV004741,7,2024-01-29,2025-04-07,75811,10830.14,72.33,157.0,58.86,True,At-Risk
INV004753,6,2024-07-01,2025-05-04,55874,9312.33,61.4,87.0,34.54,True,At-Risk
INV004755,7,2024-04-19,2025-04-21,46605,6657.86,61.17,181.0,64.53,True,At-Risk
INV004761,6,2024-01-13,2025-01-04,42001,7000.17,71.4,139.0,51.2,True,At-Risk
INV004763,7,2024-01-10,2025-05-25,49983,7140.43,83.5,184.0,71.35,True,At-Risk
INV004764,6,2024-03-13,2025-05-02,35426,5904.33,83.0,144.0,51.29,True,At-Risk
INV004770,8,2024-01-04,2025-05-28,133901,16737.62,72.86,146.0,43.44,True,At-Risk
INV004776,9,2024-02-11,2025-05-15,81198,9022.0,57.38,145.0,43.55,True,At-Risk
INV004780,7,2024-02-21,2025-04-13,69763,9966.14,69.5,154.0,55.68,True,At-Risk
INV004785,7,2024-03-02,2025-04-03,54819,7831.29,66.17,248.0,90.39,True,At-Risk
INV004787,7,2024-03-19,2025-05-27,59162,8451.71,72.33,140.0,41.34,True,At-Risk
INV004798,7,2024-01-25,2024-12-12,63589,9084.14,53.67,106.0,32.84,True,At-Risk
INV004804,6,2024-04-11,2025-05-12,105080,17513.33,79.2,137.0,47.56,True,At-Risk
INV004805,7,2024-07-05,2025-03-30,90625,12946.43,44.67,92.0,28.06,True,At-Risk
INV004807,8,2024-08-19,2025-05-04,33686,4210.75,36.86,86.0,32.63,True,At-Risk
INV004813,6,2024-01-31,2024-12-06,82203,13700.5,62.0,253.0,107.86,True,At-Risk
INV004819,7,2024-03-09,2025-03-16,16931,2418.71,62.0,120.0,41.63,True,At-Risk
INV004825,7,2024-03-11,2025-05-05,49187,7026.71,70.0,141.0,45.95,True,At-Risk
INV004833,6,2024-05-27,2025-04-19,58795,9799.17,65.4,171.0,73.26,True,At-Risk
INV004834,9,2024-02-05,2024-12-10,172198,19133.11,38.62,106.0,33.4,True,At-Risk
INV004840,7,2024-05-22,2025-01-23,22257,3179.57,41.0,103.0,41.52,True,At-Risk
INV004843,8,2024-04-07,2025-03-29,74856,9357.0,50.86,153.0,46.7,True,At-Risk
INV004844,7,2024-04-24,2025-05-29,25433,3633.29,66.67,118.0,53.74,True,At-Risk
INV004845,6,2024-01-25,2025-03-09,90582,15097.0,81.8,197.0,65.1,True,At-Risk
INV004847,7,2024-01-27,2025-04-12,51384,7340.57,73.5,281.0,103.65,True,At-Risk
INV004848,9,2024-01-17,2025-03-25,116418,12935.33,54.12,166.0,53.75,True,At-Risk
INV004860,6,2024-03-04,2025-03-31,42106,7017.67,78.4,189.0,72.31,True,At-Risk
INV004863,7,2024-03-18,2025-04-30,35988,5141.14,68.0,220.0,75.99,True,At-Risk
INV004864,8,2024-03-05,2025-01-02,85458,10682.25,43.29,114.0,38.63,True,At-Risk
INV004865,7,2024-02-20,2025-05-23,103440,14777.14,76.33,143.0,43.45,True,At-Risk
INV004868,8,2024-04-13,2025-05-10,125207,15650.88,56.0,226.0,80.55,True,At-Risk
INV004871,8,2024-01-10,2025-05-08,163615,20451.88,69.14,170.0,52.8,True,At-Risk
INV004877,7,2024-01-14,2025-05-11,74162,10594.57,80.5,276.0,104.08,True,At-Risk
INV004889,7,2024-01-28,2025-03-27,65286,9326.57,70.67,159.0,46.12,True,At-Risk
INV004891,8,2024-02-08,2025-03-05,122650,15331.25,55.86,128.0,41.2,True,At-Risk
INV004896,6,2024-02-13,2025-03-16,125806,20967.67,79.4,252.0,103.58,True,At-Risk
INV004901,6,2024-06-18,2025-03-18,148100,24683.33,54.6,96.0,30.72,True,At-Risk
INV004911,7,2024-01-20,2025-02-05,86745,12392.14,63.67,97.0,29.63,True,At-Risk
INV004913,6,2024-03-12,2025-05-21,93099,15516.5,87.0,156.0,44.45,True,At-Risk
INV004916,7,2024-01-16,2025-04-13,93354,13336.29,75.5,162.0,63.97,True,At-Risk
INV004917,7,2024-06-14,2025-04-16,108261,15465.86,51.0,77.0,27.63,True,At-Risk
INV004924,9,2024-01-10,2025-05-02,166708,18523.11,59.75,116.0,38.89,True,At-Risk
INV004925,7,2024-01-30,2025-03-30,51377,7339.57,70.83,105.0,33.43,True,At-Risk
INV004926,8,2024-02-21,2025-05-30,93001,11625.12,66.29,133.0,40.48,True,At-Risk
INV004927,7,2024-02-25,2024-09-17,95667,13666.71,34.17,63.0,25.0,False,Healthy Cadence
INV004947,6,2024-02-02,2024-09-14,52036,8672.67,45.0,75.0,31.02,True,At-Risk
INV004953,7,2024-02-15,2025-03-24,50981,7283.0,67.17,138.0,43.46,True,At-Risk
INV004956,8,2024-02-17,2025-04-06,51297,6412.12,59.14,155.0,51.96,True,At-Risk
INV004958,7,2024-01-10,2025-03-24,146343,20906.14,73.17,135.0,34.22,True,At-Risk
INV004959,6,2024-01-24,2025-01-01,32047,5341.17,68.6,193.0,75.51,True,At-Risk
INV004967,6,2024-03-26,2025-02-05,35869,5978.17,63.2,112.0,46.61,True,At-Risk
INV004973,9,2024-02-14,2025-04-29,90235,10026.11,55.0,99.0,32.12,True,At-Risk
INV004974,8,2024-04-12,2025-04-14,87162,10895.25,52.43,102.0,35.26,True,At-Risk
INV004978,7,2024-03-31,2025-04-18,88463,12637.57,63.83,157.0,60.68,True,At-Risk
INV004981,8,2024-01-05,2024-12-14,53117,6639.62,49.14,115.0,40.35,True,At-Risk
INV004983,7,2024-01-16,2024-12-27,172616,24659.43,57.67,128.0,54.61,True,At-Risk
INV004984,7,2024-01-31,2025-04-27,94301,13471.57,75.33,177.0,80.41,True,At-Risk
INV004986,7,2024-01-27,2025-05-29,68422,9774.57,81.33,185.0,73.68,True,At-Risk
INV004992,7,2024-01-05,2025-05-08,71260,10180.0,81.5,176.0,54.67,True,At-Risk
INV004996,10,2024-03-04,2025-04-25,84912,8491.2,46.33,104.0,32.34,True,At-Risk
INV004997,7,2024-02-27,2025-04-28,128346,18335.14,71.0,248.0,89.57,True,At-Risk
